user_id,session_id,event_time,event_type,device_type,traffic_source,region,product_category,order_value
U00013,S00013,2026-01-19 22:37:13,product_view,Mobile,Referral,Central,Sports,
U00014,S00014,2026-01-28 12:10:00,product_view,Desktop,Email,Central,Electronics,
U00014,S00014,2026-01-28 12:12:55,product_view,Desktop,Email,Central,Electronics,
U00014,S00014,2026-01-28 12:14:14,product_view,Desktop,Email,Central,Electronics,
U00014,S00014,2026-01-28 12:16:10,product_view,Desktop,Email,Central,Home,
U00015,S00015,2026-01-21 07:20:00,product_view,Desktop,Email,South,Sports,
U00015,S00015,2026-01-21 07:20:47,product_view,Desktop,Email,South,Sports,
U00016,S00016,2026-01-11 08:36:00,product_view,Desktop,Social,West,Home,
U00017,S00017,2026-01-21 16:08:00,product_view,Desktop,Organic Search,North,Sports,
U00017,S00017,2026-01-21 16:09:09,product_view,Desktop,Organic Search,North,Sports,
U00017,S00017,2026-01-21 16:12:06,product_view,Desktop,Organic Search,North,Home,
U00017,S00017,2026-01-21 16:13:42,product_view,Desktop,Organic Search,North,Beauty,
U00018,S00018,2026-01-07 19:22:00,product_view,Mobile,Paid Search,Central,Electronics,
U00018,S00018,2026-01-07 19:24:54,product_view,Mobile,Paid Search,Central,Electronics,
U00018,S00018,2026-01-07 19:26:03,product_view,Mobile,Paid Search,Central,Electronics,
U00018,S00018,2026-01-07 19:29:17,add_to_cart,Mobile,Paid Search,Central,Electronics,
U00018,S00018,2026-01-07 19:31:04,checkout_start,Mobile,Paid Search,Central,Electronics,
U00019,S00019,2026-01-28 19:39:00,product_view,Mobile,Paid Search,North,Electronics,
U00020,S00020,2026-01-10 20:28:00,product_view,Desktop,Organic Search,North,Fashion,
U00020,S00020,2026-01-10 20:29:30,product_view,Desktop,Organic Search,North,Fashion,
U00020,S00020,2026-01-10 20:29:51,product_view,Desktop,Organic Search,North,Fashion,
U00020,S00020,2026-01-10 20:31:15,add_to_cart,Desktop,Organic Search,North,Fashion,
U00020,S00020,2026-01-10 20:35:21,checkout_start,Desktop,Organic Search,North,Fashion,
U00020,S00020,2026-01-10 20:36:29,purchase,Desktop,Organic Search,North,Fashion,40.57
U00021,S00021,2026-01-02 12:46:00,product_view,Mobile,Direct,East,Fashion,
U00021,S00021,2026-01-02 12:48:51,product_view,Mobile,Direct,East,Sports,
U00021,S00021,2026-01-02 12:50:19,product_view,Mobile,Direct,East,Sports,
U00021,S00021,2026-01-02 12:52:57,product_view,Mobile,Direct,East,Sports,
U00021,S00021,2026-01-02 12:54:28,product_view,Mobile,Direct,East,Sports,
U00021,S00021,2026-01-02 12:57:13,add_to_cart,Mobile,Direct,East,Sports,
U00021,S00021,2026-01-02 12:59:31,checkout_start,Mobile,Direct,East,Sports,
U00021,S00021,2026-01-02 13:04:51,purchase,Mobile,Direct,East,Sports,84.6
U00022,S00022,2026-01-26 13:41:00,product_view,Desktop,Social,East,Home,
U00022,S00022,2026-01-26 13:42:42,product_view,Desktop,Social,East,Fashion,
U00022,S00022,2026-01-26 13:43:40,product_view,Desktop,Social,East,Fashion,
U00022,S00022,2026-01-26 13:44:15,add_to_cart,Desktop,Social,East,Fashion,
U00022,S00022,2026-01-26 13:46:20,checkout_start,Desktop,Social,East,Fashion,
U00023,S00023,2026-01-09 13:22:00,product_view,Desktop,Social,Central,Beauty,
U00024,S00024,2026-01-19 13:41:00,product_view,Mobile,Organic Search,Central,Home,
U00024,S00024,2026-01-19 13:42:16,product_view,Mobile,Organic Search,Central,Home,
U00025,S00025,2026-01-24 10:28:00,product_view,Mobile,Organic Search,East,Fashion,
U00025,S00025,2026-01-24 10:29:50,product_view,Mobile,Organic Search,East,Fashion,
U00026,S00026,2026-01-23 16:01:00,product_view,Mobile,Direct,North,Beauty,
U00026,S00026,2026-01-23 16:01:45,product_view,Mobile,Direct,North,Beauty,
U00026,S00026,2026-01-23 16:03:12,product_view,Mobile,Direct,North,Fashion,
U00027,S00027,2026-01-06 21:08:00,product_view,Desktop,Social,West,Fashion,
U00027,S00027,2026-01-06 21:09:35,product_view,Desktop,Social,West,Fashion,
U00027,S00027,2026-01-06 21:10:23,product_view,Desktop,Social,West,Sports,
U00027,S00027,2026-01-06 21:12:32,product_view,Desktop,Social,West,Sports,
U00027,S00027,2026-01-06 21:14:00,add_to_cart,Desktop,Social,West,Sports,
U00028,S00028,2026-01-07 22:35:00,product_view,Mobile,Organic Search,East,Fashion,
U00029,S00029,2026-01-07 17:20:00,product_view,Mobile,Social,East,Electronics,
U00029,S00029,2026-01-07 17:22:56,product_view,Mobile,Social,East,Electronics,
U00029,S00029,2026-01-07 17:24:43,product_view,Mobile,Social,East,Electronics,
U00029,S00029,2026-01-07 17:25:11,product_view,Mobile,Social,East,Electronics,
U00030,S00030,2026-01-19 16:45:00,product_view,Desktop,Organic Search,South,Sports,
U00030,S00030,2026-01-19 16:45:45,product_view,Desktop,Organic Search,South,Sports,
U00030,S00030,2026-01-19 16:46:30,product_view,Desktop,Organic Search,South,Beauty,
U00030,S00030,2026-01-19 16:47:02,product_view,Desktop,Organic Search,South,Beauty,
U00030,S00030,2026-01-19 16:50:56,add_to_cart,Desktop,Organic Search,South,Beauty,
U00030,S00030,2026-01-19 16:52:35,checkout_start,Desktop,Organic Search,South,Beauty,
U00031,S00031,2026-01-25 04:00:00,product_view,Mobile,Paid Search,East,Electronics,
U00031,S00031,2026-01-25 04:00:44,product_view,Mobile,Paid Search,East,Electronics,
U00031,S00031,2026-01-25 04:02:24,add_to_cart,Mobile,Paid Search,East,Electronics,
U00032,S00032,2026-01-01 23:37:00,product_view,Desktop,Direct,South,Beauty,
U00032,S00032,2026-01-01 23:39:28,product_view,Desktop,Direct,South,Beauty,
U00032,S00032,2026-01-01 23:42:02,product_view,Desktop,Direct,South,Electronics,
U00032,S00032,2026-01-01 23:45:46,add_to_cart,Desktop,Direct,South,Electronics,
U00032,S00032,2026-01-01 23:47:38,checkout_start,Desktop,Direct,South,Electronics,
U00032,S00032,2026-01-01 23:51:30,purchase,Desktop,Direct,South,Electronics,54.43
U00033,S00033,2026-01-07 18:29:00,product_view,Desktop,Social,West,Fashion,
U00033,S00033,2026-01-07 18:31:49,product_view,Desktop,Social,West,Fashion,
U00033,S00033,2026-01-07 18:34:17,product_view,Desktop,Social,West,Fashion,
U00033,S00033,2026-01-07 18:36:14,product_view,Desktop,Social,West,Beauty,
U00034,S00034,2026-01-16 05:06:00,product_view,Tablet,Organic Search,East,Beauty,
U00034,S00034,2026-01-16 05:08:22,product_view,Tablet,Organic Search,East,Beauty,
U00034,S00034,2026-01-16 05:10:51,product_view,Tablet,Organic Search,East,Beauty,
U00035,S00035,2026-01-26 03:07:00,product_view,Tablet,Paid Search,Central,Electronics,
U00035,S00035,2026-01-26 03:07:57,product_view,Tablet,Paid Search,Central,Electronics,
U00035,S00035,2026-01-26 03:10:05,product_view,Tablet,Paid Search,Central,Electronics,
U00035,S00035,2026-01-26 03:12:56,product_view,Tablet,Paid Search,Central,Home,
U00036,S00036,2026-01-19 06:17:00,product_view,Mobile,Organic Search,East,Beauty,
U00036,S00036,2026-01-19 06:18:57,product_view,Mobile,Organic Search,East,Beauty,
U00036,S00036,2026-01-19 06:21:09,product_view,Mobile,Organic Search,East,Beauty,
U00036,S00036,2026-01-19 06:22:58,add_to_cart,Mobile,Organic Search,East,Beauty,
U00036,S00036,2026-01-19 06:24:26,checkout_start,Mobile,Organic Search,East,Beauty,
U00037,S00037,2026-01-28 07:45:00,product_view,Desktop,Social,South,Home,
U00037,S00037,2026-01-28 07:46:57,product_view,Desktop,Social,South,Electronics,
U00037,S00037,2026-01-28 07:49:12,product_view,Desktop,Social,South,Home,
U00038,S00038,2026-01-07 18:20:00,product_view,Desktop,Social,Central,Sports,
U00038,S00038,2026-01-07 18:21:29,product_view,Desktop,Social,Central,Sports,
U00039,S00039,2026-01-16 17:43:00,product_view,Mobile,Organic Search,East,Sports,
U00039,S00039,2026-01-16 17:44:09,product_view,Mobile,Organic Search,East,Sports,
U00039,S00039,2026-01-16 17:46:34,add_to_cart,Mobile,Organic Search,East,Sports,
U00040,S00040,2026-01-19 10:15:00,product_view,Mobile,Social,South,Home,
U00040,S00040,2026-01-19 10:16:32,product_view,Mobile,Social,South,Home,
U00040,S00040,2026-01-19 10:19:12,product_view,Mobile,Social,South,Home,
U00040,S00040,2026-01-19 10:19:35,product_view,Mobile,Social,South,Home,
U00041,S00041,2026-01-25 07:27:00,product_view,Desktop,Paid Search,West,Home,
U00041,S00041,2026-01-25 07:27:40,product_view,Desktop,Paid Search,West,Home,
U00041,S00041,2026-01-25 07:30:21,product_view,Desktop,Paid Search,West,Home,
U00041,S00041,2026-01-25 07:33:06,product_view,Desktop,Paid Search,West,Sports,
U00041,S00041,2026-01-25 07:35:57,product_view,Desktop,Paid Search,West,Beauty,
U00042,S00042,2026-01-24 06:55:00,product_view,Mobile,Organic Search,South,Fashion,
U00042,S00042,2026-01-24 06:56:54,product_view,Mobile,Organic Search,South,Sports,
U00042,S00042,2026-01-24 06:58:53,product_view,Mobile,Organic Search,South,Sports,
U00042,S00042,2026-01-24 07:01:29,product_view,Mobile,Organic Search,South,Electronics,
U00042,S00042,2026-01-24 07:03:06,product_view,Mobile,Organic Search,South,Electronics,
U00042,S00042,2026-01-24 07:03:38,product_view,Mobile,Organic Search,South,Sports,
U00043,S00043,2026-01-30 21:17:00,product_view,Desktop,Direct,Central,Fashion,
U00043,S00043,2026-01-30 21:18:53,product_view,Desktop,Direct,Central,Beauty,
U00043,S00043,2026-01-30 21:20:43,product_view,Desktop,Direct,Central,Beauty,
U00043,S00043,2026-01-30 21:21:27,product_view,Desktop,Direct,Central,Beauty,
U00043,S00043,2026-01-30 21:22:05,product_view,Desktop,Direct,Central,Fashion,
U00044,S00044,2026-01-29 15:30:00,product_view,Tablet,Organic Search,East,Electronics,
U00044,S00044,2026-01-29 15:32:16,product_view,Tablet,Organic Search,East,Electronics,
U00044,S00044,2026-01-29 15:33:51,product_view,Tablet,Organic Search,East,Electronics,
U00045,S00045,2026-01-15 00:23:00,product_view,Desktop,Paid Search,West,Fashion,
U00045,S00045,2026-01-15 00:25:12,product_view,Desktop,Paid Search,West,Fashion,
U00045,S00045,2026-01-15 00:27:45,product_view,Desktop,Paid Search,West,Fashion,
U00045,S00045,2026-01-15 00:30:20,product_view,Desktop,Paid Search,West,Fashion,
U00045,S00045,2026-01-15 00:31:18,product_view,Desktop,Paid Search,West,Fashion,
U00046,S00046,2026-01-27 09:25:00,product_view,Mobile,Social,North,Home,
U00046,S00046,2026-01-27 09:27:06,product_view,Mobile,Social,North,Home,
U00046,S00046,2026-01-27 09:29:46,product_view,Mobile,Social,North,Home,
U00046,S00046,2026-01-27 09:32:00,product_view,Mobile,Social,North,Sports,
U00047,S00047,2026-01-11 20:31:00,product_view,Desktop,Organic Search,South,Home,
U00047,S00047,2026-01-11 20:32:57,product_view,Desktop,Organic Search,South,Home,
U00047,S00047,2026-01-11 20:34:44,product_view,Desktop,Organic Search,South,Home,
U00047,S00047,2026-01-11 20:37:02,add_to_cart,Desktop,Organic Search,South,Home,
U00047,S00047,2026-01-11 20:39:33,checkout_start,Desktop,Organic Search,South,Home,
U00048,S00048,2026-01-30 20:56:00,product_view,Mobile,Email,Central,Home,
U00048,S00048,2026-01-30 20:57:14,product_view,Mobile,Email,Central,Home,
U00048,S00048,2026-01-30 21:00:50,add_to_cart,Mobile,Email,Central,Home,
U00048,S00048,2026-01-30 21:02:41,checkout_start,Mobile,Email,Central,Home,
U00048,S00048,2026-01-30 21:05:12,purchase,Mobile,Email,Central,Home,20.39
U00049,S00049,2026-01-18 20:26:00,product_view,Mobile,Social,Central,Sports,
U00049,S00049,2026-01-18 20:27:06,product_view,Mobile,Social,Central,Sports,
U00050,S00050,2026-01-17 03:04:00,product_view,Desktop,Referral,North,Sports,
U00051,S00051,2026-01-18 21:16:00,product_view,Tablet,Email,South,Sports,
U00051,S00051,2026-01-18 21:18:51,product_view,Tablet,Email,South,Sports,
U00051,S00051,2026-01-18 21:21:41,product_view,Tablet,Email,South,Sports,
U00051,S00051,2026-01-18 21:24:20,product_view,Tablet,Email,South,Sports,
U00052,S00052,2026-01-29 11:58:00,product_view,Mobile,Referral,South,Sports,
U00052,S00052,2026-01-29 12:00:05,product_view,Mobile,Referral,South,Sports,
U00052,S00052,2026-01-29 12:02:04,product_view,Mobile,Referral,South,Sports,
U00052,S00052,2026-01-29 12:03:57,product_view,Mobile,Referral,South,Sports,
U00052,S00052,2026-01-29 12:05:32,product_view,Mobile,Referral,South,Sports,
U00052,S00052,2026-01-29 12:06:09,add_to_cart,Mobile,Referral,South,Sports,
U00052,S00052,2026-01-29 12:07:38,checkout_start,Mobile,Referral,South,Sports,
U00053,S00053,2026-01-19 09:58:00,product_view,Tablet,Paid Search,West,Home,
U00053,S00053,2026-01-19 10:00:08,product_view,Tablet,Paid Search,West,Home,
U00053,S00053,2026-01-19 10:01:03,product_view,Tablet,Paid Search,West,Home,
U00053,S00053,2026-01-19 10:04:01,product_view,Tablet,Paid Search,West,Home,
U00054,S00054,2026-01-08 22:32:00,product_view,Tablet,Direct,West,Home,
U00054,S00054,2026-01-08 22:32:26,product_view,Tablet,Direct,West,Home,
U00054,S00054,2026-01-08 22:34:20,product_view,Tablet,Direct,West,Home,
U00054,S00054,2026-01-08 22:35:56,product_view,Tablet,Direct,West,Home,
U00055,S00055,2026-01-18 22:38:00,product_view,Mobile,Social,West,Sports,
U00055,S00055,2026-01-18 22:40:29,product_view,Mobile,Social,West,Sports,
U00055,S00055,2026-01-18 22:40:59,product_view,Mobile,Social,West,Sports,
U00055,S00055,2026-01-18 22:43:11,product_view,Mobile,Social,West,Sports,
U00055,S00055,2026-01-18 22:44:51,product_view,Mobile,Social,West,Fashion,
U00055,S00055,2026-01-18 22:45:29,product_view,Mobile,Social,West,Fashion,
U00055,S00055,2026-01-18 22:46:22,product_view,Mobile,Social,West,Fashion,
U00056,S00056,2026-01-15 23:57:00,product_view,Tablet,Email,East,Electronics,
U00056,S00056,2026-01-15 23:58:34,product_view,Tablet,Email,East,Electronics,
U00056,S00056,2026-01-15 23:59:38,product_view,Tablet,Email,East,Electronics,
U00056,S00056,2026-01-16 00:00:26,add_to_cart,Tablet,Email,East,Electronics,
U00056,S00056,2026-01-16 00:02:12,checkout_start,Tablet,Email,East,Electronics,
U00057,S00057,2026-01-21 09:38:00,product_view,Desktop,Email,Central,Home,
U00057,S00057,2026-01-21 09:40:50,product_view,Desktop,Email,Central,Home,
U00058,S00058,2026-01-30 14:54:00,product_view,Desktop,Email,East,Home,
U00058,S00058,2026-01-30 14:55:03,product_view,Desktop,Email,East,Home,
U00058,S00058,2026-01-30 14:56:53,product_view,Desktop,Email,East,Home,
U00058,S00058,2026-01-30 14:58:17,product_view,Desktop,Email,East,Home,
U00058,S00058,2026-01-30 14:59:06,product_view,Desktop,Email,East,Home,
U00059,S00059,2026-01-13 08:25:00,product_view,Desktop,Social,North,Home,
U00059,S00059,2026-01-13 08:27:52,product_view,Desktop,Social,North,Home,
U00059,S00059,2026-01-13 08:31:36,add_to_cart,Desktop,Social,North,Home,
U00060,S00060,2026-01-10 02:01:00,product_view,Desktop,Social,East,Fashion,
U00060,S00060,2026-01-10 02:03:46,product_view,Desktop,Social,East,Sports,
U00060,S00060,2026-01-10 02:05:23,product_view,Desktop,Social,East,Sports,
U00061,S00061,2026-01-22 10:37:00,product_view,Mobile,Direct,Central,Sports,
U00061,S00061,2026-01-22 10:39:32,product_view,Mobile,Direct,Central,Electronics,
U00062,S00062,2026-01-19 18:25:00,product_view,Desktop,Direct,West,Fashion,
U00062,S00062,2026-01-19 18:27:36,product_view,Desktop,Direct,West,Fashion,
U00062,S00062,2026-01-19 18:28:31,product_view,Desktop,Direct,West,Fashion,
U00062,S00062,2026-01-19 18:31:18,product_view,Desktop,Direct,West,Fashion,
U00062,S00062,2026-01-19 18:33:02,product_view,Desktop,Direct,West,Fashion,
U00062,S00062,2026-01-19 18:34:24,product_view,Desktop,Direct,West,Sports,
U00063,S00063,2026-01-08 05:04:00,product_view,Mobile,Email,East,Fashion,
U00063,S00063,2026-01-08 05:07:56,add_to_cart,Mobile,Email,East,Fashion,
U00064,S00064,2026-01-11 05:31:00,product_view,Desktop,Paid Search,West,Fashion,
U00064,S00064,2026-01-11 05:32:00,product_view,Desktop,Paid Search,West,Fashion,
U00064,S00064,2026-01-11 05:33:17,add_to_cart,Desktop,Paid Search,West,Fashion,
U00064,S00064,2026-01-11 05:36:10,checkout_start,Desktop,Paid Search,West,Fashion,
U00064,S00064,2026-01-11 05:37:26,purchase,Desktop,Paid Search,West,Fashion,39.71
U00065,S00065,2026-01-22 13:49:00,product_view,Desktop,Organic Search,Central,Sports,
U00065,S00065,2026-01-22 13:49:46,product_view,Desktop,Organic Search,Central,Sports,
U00065,S00065,2026-01-22 13:50:52,product_view,Desktop,Organic Search,Central,Sports,
U00065,S00065,2026-01-22 13:52:18,add_to_cart,Desktop,Organic Search,Central,Sports,
U00065,S00065,2026-01-22 13:54:52,checkout_start,Desktop,Organic Search,Central,Sports,
U00065,S00065,2026-01-22 14:00:34,purchase,Desktop,Organic Search,Central,Sports,30.07
U00066,S00066,2026-01-11 10:15:00,product_view,Mobile,Social,East,Electronics,
U00066,S00066,2026-01-11 10:16:15,product_view,Mobile,Social,East,Electronics,
U00067,S00067,2026-01-18 20:23:00,product_view,Desktop,Email,South,Fashion,
U00067,S00067,2026-01-18 20:24:15,product_view,Desktop,Email,South,Fashion,
U00067,S00067,2026-01-18 20:26:46,product_view,Desktop,Email,South,Fashion,
U00067,S00067,2026-01-18 20:29:37,product_view,Desktop,Email,South,Fashion,
U00067,S00067,2026-01-18 20:32:06,product_view,Desktop,Email,South,Fashion,
U00067,S00067,2026-01-18 20:33:33,product_view,Desktop,Email,South,Fashion,
U00067,S00067,2026-01-18 20:35:32,product_view,Desktop,Email,South,Sports,
U00067,S00067,2026-01-18 20:38:21,add_to_cart,Desktop,Email,South,Sports,
U00068,S00068,2026-01-26 03:44:00,product_view,Mobile,Direct,Central,Beauty,
U00068,S00068,2026-01-26 03:46:30,product_view,Mobile,Direct,Central,Beauty,
U00068,S00068,2026-01-26 03:47:10,product_view,Mobile,Direct,Central,Beauty,
U00068,S00068,2026-01-26 03:47:30,product_view,Mobile,Direct,Central,Sports,
U00068,S00068,2026-01-26 03:50:04,product_view,Mobile,Direct,Central,Home,
U00068,S00068,2026-01-26 03:51:08,product_view,Mobile,Direct,Central,Home,
U00068,S00068,2026-01-26 03:52:17,product_view,Mobile,Direct,Central,Home,
U00068,S00068,2026-01-26 03:52:49,product_view,Mobile,Direct,Central,Home,
U00069,S00069,2026-01-24 06:43:00,product_view,Desktop,Organic Search,Central,Home,
U00069,S00069,2026-01-24 06:45:59,product_view,Desktop,Organic Search,Central,Home,
U00069,S00069,2026-01-24 06:46:55,product_view,Desktop,Organic Search,Central,Home,
U00069,S00069,2026-01-24 06:50:43,add_to_cart,Desktop,Organic Search,Central,Home,
U00069,S00069,2026-01-24 06:55:14,checkout_start,Desktop,Organic Search,Central,Home,
U00069,S00069,2026-01-24 06:59:23,purchase,Desktop,Organic Search,Central,Home,36.14
U00070,S00070,2026-01-07 22:34:00,product_view,Tablet,Organic Search,South,Electronics,
U00070,S00070,2026-01-07 22:36:10,product_view,Tablet,Organic Search,South,Electronics,
U00070,S00070,2026-01-07 22:37:56,add_to_cart,Tablet,Organic Search,South,Electronics,
U00071,S00071,2026-01-30 20:50:00,product_view,Mobile,Referral,East,Fashion,
U00071,S00071,2026-01-30 20:51:05,product_view,Mobile,Referral,East,Fashion,
U00071,S00071,2026-01-30 20:52:35,product_view,Mobile,Referral,East,Fashion,
U00072,S00072,2026-01-09 19:29:00,product_view,Desktop,Direct,East,Sports,
U00072,S00072,2026-01-09 19:30:38,product_view,Desktop,Direct,East,Sports,
U00072,S00072,2026-01-09 19:32:56,product_view,Desktop,Direct,East,Sports,
U00072,S00072,2026-01-09 19:35:00,add_to_cart,Desktop,Direct,East,Sports,
U00073,S00073,2026-01-06 08:02:00,product_view,Desktop,Organic Search,North,Beauty,
U00074,S00074,2026-01-09 02:58:00,product_view,Mobile,Email,Central,Sports,
U00074,S00074,2026-01-09 03:00:31,product_view,Mobile,Email,Central,Sports,
U00074,S00074,2026-01-09 03:01:12,product_view,Mobile,Email,Central,Sports,
U00074,S00074,2026-01-09 03:03:01,product_view,Mobile,Email,Central,Sports,
U00074,S00074,2026-01-09 03:03:37,add_to_cart,Mobile,Email,Central,Sports,
U00074,S00074,2026-01-09 03:05:27,checkout_start,Mobile,Email,Central,Sports,
U00074,S00074,2026-01-09 03:10:33,purchase,Mobile,Email,Central,Sports,75.45
U00075,S00075,2026-01-21 09:30:00,product_view,Mobile,Direct,East,Electronics,
U00076,S00076,2026-01-12 12:22:00,product_view,Mobile,Organic Search,Central,Fashion,
U00077,S00077,2026-01-17 02:31:00,product_view,Mobile,Direct,North,Sports,
U00077,S00077,2026-01-17 02:31:37,product_view,Mobile,Direct,North,Sports,
U00077,S00077,2026-01-17 02:32:47,product_view,Mobile,Direct,North,Sports,
U00077,S00077,2026-01-17 02:34:35,product_view,Mobile,Direct,North,Sports,
U00077,S00077,2026-01-17 02:35:43,product_view,Mobile,Direct,North,Sports,
U00078,S00078,2026-01-23 13:06:00,product_view,Desktop,Paid Search,East,Electronics,
U00079,S00079,2026-01-23 04:37:00,product_view,Desktop,Paid Search,North,Fashion,
U00079,S00079,2026-01-23 04:38:52,product_view,Desktop,Paid Search,North,Fashion,
U00080,S00080,2026-01-22 12:16:00,product_view,Desktop,Direct,West,Fashion,
U00080,S00080,2026-01-22 12:18:03,product_view,Desktop,Direct,West,Fashion,
U00080,S00080,2026-01-22 12:19:41,product_view,Desktop,Direct,West,Sports,
U00080,S00080,2026-01-22 12:22:22,product_view,Desktop,Direct,West,Sports,
U00080,S00080,2026-01-22 12:25:32,add_to_cart,Desktop,Direct,West,Sports,
U00080,S00080,2026-01-22 12:27:58,checkout_start,Desktop,Direct,West,Sports,
U00080,S00080,2026-01-22 12:33:48,purchase,Desktop,Direct,West,Sports,87.2
U00081,S00081,2026-01-21 13:57:00,product_view,Mobile,Email,East,Fashion,
U00081,S00081,2026-01-21 13:57:23,product_view,Mobile,Email,East,Fashion,
U00081,S00081,2026-01-21 13:59:31,product_view,Mobile,Email,East,Sports,
U00081,S00081,2026-01-21 14:00:23,add_to_cart,Mobile,Email,East,Sports,
U00081,S00081,2026-01-21 14:05:21,checkout_start,Mobile,Email,East,Sports,
U00082,S00082,2026-01-17 11:45:00,product_view,Mobile,Referral,West,Sports,
U00082,S00082,2026-01-17 11:47:29,product_view,Mobile,Referral,West,Electronics,
U00082,S00082,2026-01-17 11:49:51,product_view,Mobile,Referral,West,Electronics,
U00082,S00082,2026-01-17 11:51:22,product_view,Mobile,Referral,West,Electronics,
U00082,S00082,2026-01-17 11:53:30,product_view,Mobile,Referral,West,Electronics,
U00082,S00082,2026-01-17 11:54:28,product_view,Mobile,Referral,West,Sports,
U00082,S00082,2026-01-17 11:56:18,add_to_cart,Mobile,Referral,West,Sports,
